course_id,prof_id,score,rank,ethnicity,gender,age,cls_perc_eval,cls_did_eval,cls_students,cls_level,cls_profs,bty_avg,pic_outfit,pic_color
308,59,3.7,tenure track,not minority,male,35,57.89474,11,19,upper,single,3.667,not formal,black&white
309,59,3.6,tenure track,not minority,male,35,52.38095,22,42,lower,multiple,3.667,not formal,black&white
310,60,3.2,tenured,not minority,female,62,81.48148,22,27,upper,multiple,3.5,not formal,color
311,60,3.3,tenured,not minority,female,62,56.25,9,16,upper,multiple,3.5,not formal,color
312,60,2.9,tenured,not minority,female,62,73.68421,14,19,upper,multiple,3.5,not formal,color
313,61,4.2,tenured,not minority,male,42,52.32558,45,86,upper,multiple,2.667,not formal,color
314,62,4.5,tenured,not minority,male,39,75.86207,22,29,upper,multiple,5.667,not formal,color
315,63,3.8,tenured,not minority,female,52,72.72727,64,88,upper,multiple,6.0,formal,black&white
316,63,3.7,tenured,not minority,female,52,71.42857,70,98,upper,multiple,6.0,formal,black&white
317,64,3.7,tenured,not minority,female,52,70.45454,31,44,upper,multiple,6.5,not formal,black&white
318,64,4.0,tenured,not minority,female,52,75.38461,49,65,upper,multiple,6.5,not formal,black&white
319,64,3.7,tenured,not minority,female,52,50.79365,32,63,upper,multiple,6.5,not formal,black&white
320,65,4.5,teaching,not minority,female,52,78.66666,59,75,upper,multiple,2.333,not formal,color
321,65,3.8,teaching,not minority,female,52,81.39535,35,43,upper,multiple,2.333,not formal,color
322,65,3.9,teaching,not minority,female,52,73.75,59,80,upper,multiple,2.333,not formal,color
323,65,4.6,teaching,not minority,female,52,86.53846,45,52,upper,multiple,2.333,not formal,color
324,65,4.5,teaching,not minority,female,52,70.83334,34,48,upper,multiple,2.333,not formal,color
325,65,4.2,teaching,not minority,female,52,75.75758,50,66,upper,multiple,2.333,not formal,color
326,65,4.0,teaching,not minority,female,52,67.0,67,100,upper,multiple,2.333,not formal,color
327,66,3.8,tenured,not minority,male,64,81.81818,9,11,upper,multiple,2.333,not formal,color
328,66,3.5,tenured,not minority,male,64,50.0,8,16,upper,multiple,2.333,not formal,color
329,66,2.7,tenured,not minority,male,64,81.81818,18,22,upper,multiple,2.333,not formal,color
330,66,4.0,tenured,not minority,male,64,45.45454,5,11,upper,multiple,2.333,not formal,color
331,66,4.6,tenured,not minority,male,64,50.0,5,10,upper,multiple,2.333,not formal,color
332,66,3.9,tenured,not minority,male,64,100.0,16,16,upper,multiple,2.333,not formal,color
333,67,4.5,tenured,not minority,male,50,93.75,15,16,upper,multiple,7.167,not formal,color
334,67,3.7,tenured,not minority,male,50,90.0,9,10,upper,multiple,7.167,not formal,color
335,68,2.4,tenured,not minority,male,60,71.875,23,32,upper,multiple,1.667,not formal,color
336,68,3.1,tenured,not minority,male,60,70.0,7,10,upper,multiple,1.667,not formal,color
337,68,2.5,tenured,not minority,male,60,62.5,10,16,upper,multiple,1.667,not formal,color
338,69,3.0,tenured,not minority,female,51,70.14925,47,67,upper,multiple,5.167,formal,color
339,70,4.5,tenure track,not minority,male,43,86.36364,19,22,lower,multiple,3.5,not formal,color
340,70,4.8,tenure track,not minority,male,43,53.57143,15,28,lower,multiple,3.5,not formal,color
341,70,4.9,tenure track,not minority,male,43,60.0,18,30,lower,multiple,3.5,not formal,color
342,70,4.5,tenure track,not minority,male,43,73.33334,11,15,lower,multiple,3.5,not formal,color
343,70,4.6,tenure track,not minority,male,43,76.92308,10,13,lower,multiple,3.5,not formal,color
344,70,4.5,tenure track,not minority,male,43,94.44444,17,18,lower,multiple,3.5,not formal,color
345,70,4.9,tenure track,not minority,male,43,84.61539,22,26,lower,multiple,3.5,not formal,color
346,70,4.4,tenure track,not minority,male,43,60.0,18,30,lower,multiple,3.5,not formal,color
347,70,4.6,tenure track,not minority,male,43,100.0,14,14,lower,multiple,3.5,not formal,color
348,71,4.6,teaching,minority,male,50,70.83334,17,24,lower,multiple,3.333,not formal,color
349,71,5.0,teaching,minority,male,50,90.90909,20,22,lower,multiple,3.333,not formal,color
350,71,4.9,teaching,minority,male,50,84.0,21,25,lower,multiple,3.333,not formal,color
351,71,4.6,teaching,minority,male,50,88.46154,23,26,lower,multiple,3.333,not formal,color
352,71,4.8,teaching,minority,male,50,86.36364,19,22,lower,multiple,3.333,not formal,color
353,71,4.9,teaching,minority,male,50,76.92308,20,26,lower,multiple,3.333,not formal,color
354,71,4.9,teaching,minority,male,50,85.0,17,20,lower,multiple,3.333,not formal,color
355,71,4.9,teaching,minority,male,50,81.81818,18,22,lower,multiple,3.333,not formal,color
356,71,5.0,teaching,minority,male,50,95.2381,20,21,lower,multiple,3.333,not formal,color
357,71,4.5,teaching,minority,male,50,90.47619,19,21,lower,multiple,3.333,not formal,color
358,72,3.5,tenured,not minority,male,52,66.66666,46,69,upper,multiple,5.833,not formal,color
359,72,3.8,tenured,not minority,male,52,70.76923,46,65,upper,multiple,5.833,not formal,color
360,72,3.9,tenured,not minority,male,52,62.90322,39,62,upper,multiple,5.833,not formal,color
361,72,3.9,tenured,not minority,male,52,50.74627,34,67,upper,multiple,5.833,not formal,color
362,72,4.2,tenured,not minority,male,52,72.5,29,40,upper,multiple,5.833,not formal,color
363,72,4.1,tenured,not minority,male,52,60.0,27,45,upper,multiple,5.833,not formal,color
364,73,4.8,tenured,not minority,male,51,60.62718,348,574,lower,multiple,6.167,formal,color
365,73,4.8,tenured,not minority,male,51,64.2487,372,579,lower,multiple,6.167,formal,color
366,73,4.8,tenured,not minority,male,51,63.87337,343,537,lower,multiple,6.167,formal,color
367,73,4.8,tenured,not minority,male,51,65.40447,380,581,lower,multiple,6.167,formal,color
368,73,4.9,tenured,not minority,male,51,61.10057,322,527,lower,multiple,6.167,formal,color
369,74,4.2,tenured,not minority,male,38,50.57471,44,87,lower,multiple,3.333,not formal,color
370,74,4.5,tenured,not minority,male,38,78.57143,66,84,lower,multiple,3.333,not formal,color
371,74,3.9,tenured,not minority,male,38,50.63291,40,79,lower,multiple,3.333,not formal,color
372,74,4.4,tenured,not minority,male,38,65.21739,60,92,lower,multiple,3.333,not formal,color
373,75,4.0,tenured,not minority,female,47,79.16666,19,24,lower,single,5.167,formal,color
374,75,3.6,tenured,not minority,female,47,56.71642,38,67,lower,single,5.167,formal,color
375,76,3.7,tenured,minority,female,43,45.63107,47,103,lower,multiple,4.167,formal,color
376,76,2.7,tenured,minority,female,43,48.94737,93,190,lower,multiple,4.167,formal,color
377,77,4.5,teaching,not minority,female,38,48.52941,33,68,lower,multiple,2.5,not formal,color
378,77,4.4,teaching,not minority,female,38,60.0,36,60,lower,single,2.5,not formal,color
379,77,3.9,teaching,not minority,female,38,45.3125,29,64,lower,single,2.5,not formal,color
380,77,3.6,teaching,not minority,female,38,74.19355,23,31,lower,single,2.5,not formal,color
381,77,4.4,teaching,not minority,female,38,58.06452,36,62,lower,multiple,2.5,not formal,color
382,77,4.4,teaching,not minority,female,38,81.08108,30,37,lower,multiple,2.5,not formal,color
383,78,4.7,tenured,not minority,male,43,76.92308,10,13,lower,multiple,4.333,formal,color
384,78,4.5,tenured,not minority,male,43,61.53846,8,13,lower,multiple,4.333,formal,color
385,78,4.1,tenured,not minority,male,43,80.0,12,15,upper,single,4.333,formal,color
386,78,3.7,tenured,not minority,male,43,82.27848,65,79,upper,single,4.333,formal,color
387,79,4.3,tenured,not minority,male,57,53.84615,7,13,upper,multiple,3.0,not formal,color
388,79,3.5,tenured,not minority,male,57,54.08163,53,98,upper,multiple,3.0,not formal,color
389,79,3.7,tenured,not minority,male,57,59.79382,58,97,upper,multiple,3.0,not formal,color
390,80,4.0,tenured,not minority,female,51,81.81818,9,11,upper,multiple,6.333,not formal,color
391,80,4.0,tenured,not minority,female,51,85.89744,67,78,upper,multiple,6.333,not formal,color
392,80,3.1,tenured,not minority,female,51,64.28571,36,56,upper,multiple,6.333,not formal,color
393,80,4.5,tenured,not minority,female,51,85.0,17,20,upper,multiple,6.333,not formal,color
394,81,4.8,teaching,not minority,male,45,70.58823,12,17,lower,single,3.333,not formal,color
395,81,4.2,teaching,not minority,male,45,85.0,17,20,lower,multiple,3.333,not formal,color
396,81,4.9,teaching,not minority,male,45,68.42105,13,19,lower,multiple,3.333,not formal,color
397,81,4.8,teaching,not minority,male,45,73.07692,19,26,lower,multiple,3.333,not formal,color
398,82,3.5,tenured,not minority,male,57,92.85714,13,14,lower,multiple,2.833,not formal,black&white
399,82,3.6,tenured,not minority,male,57,66.66666,12,18,lower,single,2.833,not formal,black&white
400,82,4.4,tenured,not minority,male,57,100.0,12,12,lower,single,2.833,not formal,black&white
401,82,3.4,tenured,not minority,male,57,84.21053,16,19,lower,multiple,2.833,not formal,black&white
402,82,3.9,tenured,not minority,male,57,75.0,12,16,lower,multiple,2.833,not formal,black&white
403,82,3.8,tenured,not minority,male,57,87.5,14,16,lower,multiple,2.833,not formal,black&white
404,82,4.8,tenured,not minority,male,57,91.66666,11,12,lower,multiple,2.833,not formal,black&white
405,82,4.6,tenured,not minority,male,57,88.23529,15,17,lower,multiple,2.833,not formal,black&white
406,82,5.0,tenured,not minority,male,57,40.0,6,15,upper,multiple,2.833,not formal,black&white
407,82,3.8,tenured,not minority,male,57,93.75,15,16,lower,multiple,2.833,not formal,black&white
408,82,4.2,tenured,not minority,male,57,70.58823,12,17,lower,multiple,2.833,not formal,black&white
409,83,3.3,teaching,not minority,female,47,76.19048,16,21,lower,multiple,6.667,not formal,black&white
410,83,4.7,teaching,not minority,female,47,88.23529,15,17,lower,multiple,6.667,not formal,black&white
411,83,4.6,teaching,not minority,female,47,100.0,10,10,lower,multiple,6.667,not formal,black&white
412,83,4.6,teaching,not minority,female,47,94.11765,16,17,lower,multiple,6.667,not formal,black&white
413,83,4.0,teaching,not minority,female,47,88.23529,15,17,lower,multiple,6.667,not formal,black&white
414,84,4.2,tenured,minority,female,54,100.0,18,18,lower,single,6.833,not formal,black&white
415,84,4.9,tenured,minority,female,54,93.75,15,16,lower,single,6.833,not formal,black&white
416,84,4.5,tenured,minority,female,54,80.76923,21,26,lower,single,6.833,not formal,black&white
417,84,4.8,tenured,minority,female,54,77.77778,14,18,lower,single,6.833,not formal,black&white
418,84,3.8,tenured,minority,female,54,80.0,16,20,lower,single,6.833,not formal,black&white
419,85,4.8,teaching,not minority,male,58,94.11765,16,17,lower,single,7.833,not formal,black&white
420,85,5.0,teaching,not minority,male,58,100.0,21,21,lower,single,7.833,not formal,black&white
421,85,5.0,teaching,not minority,male,58,85.71429,18,21,lower,single,7.833,not formal,black&white
422,85,4.9,teaching,not minority,male,58,85.0,17,20,lower,single,7.833,not formal,black&white
423,85,4.6,teaching,not minority,male,58,95.0,19,20,lower,single,7.833,not formal,black&white
424,85,5.0,teaching,not minority,male,58,84.61539,11,13,lower,single,7.833,not formal,black&white
425,85,4.8,teaching,not minority,male,58,87.5,14,16,lower,single,7.833,not formal,black&white
426,85,4.9,teaching,not minority,male,58,94.11765,16,17,lower,multiple,7.833,not formal,black&white
427,86,4.9,tenured,not minority,male,42,83.33334,15,18,lower,multiple,7.833,not formal,black&white
428,86,3.9,tenured,not minority,male,42,91.66666,22,24,lower,multiple,7.833,not formal,black&white
429,86,3.9,tenured,not minority,male,42,85.0,17,20,upper,multiple,7.833,not formal,black&white
430,87,4.5,tenure track,not minority,male,33,70.83334,85,120,lower,multiple,5.833,not formal,color
431,87,4.5,tenure track,not minority,male,33,43.22581,67,155,lower,multiple,5.833,not formal,color
432,88,3.3,tenured,not minority,male,62,28.94737,11,38,lower,multiple,2.0,not formal,color
433,88,3.1,tenured,not minority,male,62,40.0,28,70,lower,multiple,2.0,not formal,color
434,88,2.8,tenured,not minority,male,62,40.9396,61,149,lower,multiple,2.0,not formal,color
435,88,3.1,tenured,not minority,male,62,35.76642,49,137,lower,multiple,2.0,not formal,color
436,88,4.2,tenured,not minority,male,62,44.82759,13,29,upper,multiple,2.0,not formal,color
437,88,3.4,tenured,not minority,male,62,50.90909,28,55,lower,multiple,2.0,not formal,color
438,88,3.0,tenured,not minority,male,62,49.26471,67,136,lower,multiple,2.0,not formal,color
439,89,3.3,tenure track,minority,female,35,62.5,60,96,lower,multiple,7.833,not formal,color
440,89,3.6,tenure track,minority,female,35,33.33333,20,60,lower,multiple,7.833,not formal,color
441,89,3.7,tenure track,minority,female,35,39.81482,43,108,lower,multiple,7.833,not formal,color
442,90,3.6,tenured,not minority,male,61,69.23077,27,39,lower,multiple,3.333,not formal,color
443,90,4.3,tenured,not minority,male,61,86.66666,13,15,lower,multiple,3.333,not formal,color
444,91,4.1,tenured,not minority,female,52,54.95496,61,111,lower,multiple,4.5,not formal,color
445,91,4.9,tenured,not minority,female,52,82.35294,14,17,lower,multiple,4.5,not formal,color
446,91,4.8,tenured,not minority,female,52,100.0,19,19,lower,multiple,4.5,not formal,color
447,92,3.7,tenure track,not minority,female,60,85.18519,23,27,upper,multiple,4.333,formal,black&white
448,92,3.9,tenure track,not minority,female,60,94.73684,18,19,upper,multiple,4.333,formal,black&white
449,92,4.5,tenure track,not minority,female,60,84.61539,11,13,upper,multiple,4.333,formal,black&white
450,92,3.6,tenure track,not minority,female,60,94.73684,18,19,upper,multiple,4.333,formal,black&white
451,92,4.4,tenure track,not minority,female,60,50.0,11,22,upper,multiple,4.333,formal,black&white
452,92,3.4,tenure track,not minority,female,60,35.0,7,20,upper,multiple,4.333,formal,black&white
453,92,4.4,tenure track,not minority,female,60,88.88889,24,27,upper,multiple,4.333,formal,black&white
454,93,4.5,tenure track,not minority,male,32,74.24242,98,132,lower,multiple,6.833,not formal,color
455,93,4.5,tenure track,not minority,male,32,87.40157,111,127,lower,multiple,6.833,not formal,color
456,93,4.5,tenure track,not minority,male,32,72.94118,62,85,upper,multiple,6.833,not formal,color
457,93,4.6,tenure track,not minority,male,32,75.24753,76,101,lower,multiple,6.833,not formal,color
458,93,4.1,tenure track,not minority,male,32,42.85714,9,21,lower,multiple,6.833,not formal,color
459,93,4.5,tenure track,not minority,male,32,60.46511,52,86,upper,multiple,6.833,not formal,color
460,94,3.5,tenure track,minority,female,42,57.14286,48,84,upper,multiple,5.333,not formal,color
461,94,4.4,tenure track,minority,female,42,77.61194,52,67,upper,multiple,5.333,not formal,color
462,94,4.4,tenure track,minority,female,42,81.81818,54,66,upper,multiple,5.333,not formal,color
463,94,4.1,tenure track,minority,female,42,80.0,28,35,lower,multiple,5.333,not formal,color
